Age (bin),City,Education,Gender,GenderLabel,HouseOwnerFlag,HouseOwnerFlagLabel,MaritalStatus,MaritalStatusLabel,Occupation,PostalCode,Prospect,ProspectiveBuyerKey,StateProvinceCode,Age,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
30,Beaverton,Partial Co,M,MALE,1,YES,M,MARRIED,Clerical,97005,Seth Reed,1870,OR,37,2,3,3,"40,000"
30,Kingsport,Partial Co,M,MALE,1,YES,M,MARRIED,Clerical,37660,Mitchell Raje,1453,TN,49,2,4,4,"30,000"
30,Bremerton,Partial Co,M,MALE,1,YES,M,MARRIED,Clerical,98312,Clifford Raman,433,WA,43,2,4,4,"30,000"
35,Beaverton,Partial Co,M,MALE,1,YES,M,MARRIED,Clerical,97005,Clinton Ramos,435,OR,45,2,4,4,"40,000"
55,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Manual,94014,Jermaine Srini,1081,CA,50,2,0,3,"10,000"
55,Houston,Partial Co,M,MALE,1,YES,M,MARRIED,Manual,77003,Hunter Green,832,TX,57,2,0,3,"10,000"
30,Burbank,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91502,Eduardo Washington,714,CA,57,2,0,0,"60,000"
35,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Nathan Gonzalez,1539,CA,49,2,0,0,"60,000"
35,Oregon City,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,97045,Louis Lin,1289,OR,34,2,0,0,"60,000"
35,Edmonds,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98020,Brett Sara,274,WA,51,2,0,0,"60,000"
35,Beverly Hills,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,90210,Damien Wu,630,CA,42,2,0,0,"70,000"
35,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Clifford Rana,436,CA,35,2,0,0,"70,000"
35,Woodbury,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,55125,Bobby Madan,242,MN,51,2,0,0,"70,000"
70,San Bruno,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94066,Kelvin Pal,1195,CA,49,2,0,3,"40,000"
70,Cedar City,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,84720,Adam Alexander,1,UT,59,2,0,3,"40,000"
60,Everett,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98201,Glenn Yang,820,WA,54,2,0,5,"80,000"
55,Glendale,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91203,Jonathan Wang,1102,CA,54,2,1,2,"50,000"
60,Glendale,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91203,Curtis Sun,469,CA,59,2,1,2,"50,000"
55,Byron,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,31008,Jordan Zhang,1116,GA,30,2,1,2,"50,000"
55,Woodland Hills,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91364,Cameron Ross,445,CA,46,2,1,4,"90,000"
55,Woodland Hills,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91364,Matthew Lewis,1421,CA,55,2,1,4,"90,000"
45,Everett,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98201,Fernando Young,763,WA,60,2,3,0,"100,000"
30,Coronado,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,92118,Clarence Xu,492,CA,58,2,0,0,"50,000"
30,Walla Walla,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,99362,Willie Wu,2041,WA,43,2,0,0,"50,000"
30,Portland,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,97205,Antonio Coleman,26,OR,47,2,0,0,"60,000"
35,Visalia,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,93291,Ethan Miller,690,CA,36,2,0,0,"70,000"
55,Portland,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,97205,Joel Srini,1082,OR,39,2,0,2,"40,000"
40,Concord,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Steve She,1886,CA,56,2,4,4,"90,000"
45,Concord,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Ricardo Xu,1774,CA,35,2,4,5,"70,000"
40,Issaquah,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98027,Melvin Shan,1485,WA,57,3,4,4,"90,000"
45,Miami,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,33127,Fernando Anderson,725,FL,34,3,4,5,"70,000"
45,Renton,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98055,Steve Zhao,1904,WA,43,3,4,5,"80,000"
45,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Joe Ruiz,1063,CA,42,3,4,5,"90,000"
45,Burbank,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,91502,Jamie Navarro,1027,CA,52,3,4,5,"70,000"
45,Concord,Partial Co,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Byron Blanco,207,CA,48,3,4,5,"70,000"
55,National City,Partial Co,M,MALE,1,YES,M,MARRIED,Management,91950,Ronnie She,1757,CA,41,4,4,3,"100,000"
45,Milwaukie,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,97222,Logan Zhang,1336,OR,38,4,2,3,"100,000"
50,Lynnwood,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,98036,Hector Alvarez,823,WA,47,4,4,2,"110,000"
50,City Of Commerce,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,90040,Henry Rodriguez,853,CA,53,4,4,3,"110,000"
50,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Darrell Nara,578,CA,50,4,4,3,"110,000"
50,Imperial Beach,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,91932,Arthur Martinez,90,CA,48,4,4,3,"110,000"
50,San Francisco,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94109,Bruce Verma,293,CA,59,4,4,3,"110,000"
50,Rio Rancho,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,87124,Richard Morgan,1724,NM,54,4,4,3,"110,000"
60,Lake Oswego,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,97034,Terry Anand,1913,OR,47,4,4,4,"130,000"
45,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Bryant Prasad,260,CA,39,4,4,5,"80,000"
45,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Professional,94014,Wesley She,2037,CA,53,4,4,5,"80,000"
30,Colma,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,94014,Micheal Moreno,1430,CA,48,1,0,0,"20,000"
30,College Station,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,77840,Joe Garcia,953,TX,39,1,0,0,"20,000"
30,Burbank,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,91502,Angel Collins,27,CA,34,2,0,0,"30,000"
30,Colma,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,94014,Derek Deng,537,CA,35,2,0,0,"30,000"
30,Fremont,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,94536,Byron Alvarez,200,CA,37,2,0,0,"30,000"
30,Redlands,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,92373,Alvin Liang,76,CA,39,2,0,0,"30,000"
30,Milwaukie,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,97222,Arturo Nath,105,OR,36,2,0,0,"30,000"
30,Kenmore,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98028,Lance Torres,1327,WA,56,2,0,0,"30,000"
30,Bellingham,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98225,Tyrone Torres,1983,WA,45,2,0,0,"30,000"
30,Kenmore,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98028,Clinton Torres,477,WA,48,2,0,0,"30,000"
25,Colma,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,94014,Nicolas She,1573,CA,38,2,0,0,"40,000"
30,San Carlos,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,94070,Gary Sanz,811,CA,47,2,0,0,"40,000"
30,Orlando,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,32804,Emmanuel Gonzalez,669,FL,60,2,0,0,"40,000"
30,Duvall,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98019,Javier Suarez,1087,WA,60,2,0,0,"40,000"
50,Woodburn,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,97071,Todd Zhou,1998,OR,35,2,0,3,"20,000"
50,Woodburn,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,97071,Wyatt Patterson,2034,OR,45,2,0,3,"20,000"
55,Duvall,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98019,Craig Torres,478,WA,46,2,0,3,"40,000"
65,Tacoma,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98403,Eric Flores,664,WA,37,2,0,5,"30,000"
60,Irving,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,75061,Tyrone Romero,1965,TX,58,2,1,2,"10,000"
55,Lemon Grove,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,91945,Rodney Gil,1680,CA,45,2,1,2,"20,000"
55,Marysville,Partial Hi,M,MALE,1,YES,M,MARRIED,Clerical,98270,Marshall Sharma,1488,WA,45,2,1,2,"20,000"
35,Chula Vista,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,91910,Barry Sanchez,272,CA,45,2,0,0,"10,000"
30,Corvallis,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,97330,Carl Rai,428,OR,44,2,0,0,"10,000"
35,Lynnwood,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,98036,Micah Zhang,1520,WA,43,2,0,0,"10,000"
35,Colma,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,94014,Gilbert Wang,818,CA,40,2,0,0,"20,000"
35,Woodburn,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,97071,Dale Xie,631,OR,36,2,0,0,"20,000"
55,Sedro Woolley,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,98284,Andrew Thompson,164,WA,52,2,0,3,"20,000"
45,Modesto,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,95354,Clayton Lal,386,CA,32,2,2,3,"10,000"
45,Corvallis,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,97330,Kenneth Yuan,1253,OR,55,2,2,3,"10,000"
45,North Sioux City,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,57049,Barry Mehta,246,SD,43,2,2,3,"10,000"
40,Chula Vista,Partial Hi,M,MALE,1,YES,M,MARRIED,Manual,91910,Donald Rana,594,CA,36,2,4,4,"10,000"
55,Branch,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,55056,Eduardo Howard,677,MN,44,2,0,2,"50,000"
50,Yakima,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,98901,Adam Foster,40,WA,40,2,0,2,"50,000"
55,Bellingham,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,98225,Robert Nelson,1730,WA,41,2,0,2,"50,000"
55,Bellingham,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,98225,Eduardo Moore,692,WA,47,2,1,2,"40,000"
55,W. Linn,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,97068,Alvin Shan,148,OR,40,2,1,2,"50,000"
55,Marysville,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,98270,Shane Patel,1861,WA,53,2,1,2,"50,000"
55,National City,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,91950,Jesse Hill,975,CA,34,3,1,2,"40,000"
55,Issaquah,Partial Hi,M,MALE,1,YES,M,MARRIED,Skilled Manual,98027,Omar Shen,1600,WA,60,3,1,3,"60,000"
35,Lynnwood,Partial Hi,M,MALE,1,YES,M,MARRIED,Management,98036,Phillip Sanchez,1632,WA,46,4,5,0,"120,000"
35,Decatur,Partial Hi,M,MALE,1,YES,M,MARRIED,Professional,30030,Rodney Suarez,1761,GA,46,4,0,0,"80,000"
35,Colma,Partial Hi,M,MALE,1,YES,M,MARRIED,Professional,94014,Javier Alonso,909,CA,45,4,0,0,"90,000"
35,Gold Bar,Partial Hi,M,MALE,1,YES,M,MARRIED,Professional,98251,Randy Cai,1655,WA,49,4,5,0,"110,000"
30,Chicago,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,60610,Warren Guo,2024,IL,48,0,0,0,"20,000"
40,Downey,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,90241,Albert Munoz,99,CA,31,0,0,0,"30,000"
40,Los Angeles,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,90012,Karl Anand,1126,CA,56,0,0,0,"30,000"
40,Spring Valley,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,91977,Roberto Castro,1658,CA,33,0,0,0,"30,000"
40,Nashville,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,37203,Warren Huang,2026,TN,57,0,0,0,"30,000"
40,Bremerton,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,98312,Lee Sanz,1310,WA,35,0,0,0,"40,000"
40,Chula Vista,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,91910,Brandon Hughes,231,CA,40,0,0,1,"30,000"
65,Chula Vista,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,91910,Josue Ortega,1030,CA,48,0,0,1,"30,000"
40,Los Angeles,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,90012,Ruben Martinez,1718,CA,39,0,1,1,"30,000"
40,Kirkland,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,98033,Omar Xie,1604,WA,38,0,1,1,"30,000"
45,Grossmont,Bachelors,M,MALE,1,YES,M,MARRIED,Manual,91941,Clarence Ma,400,CA,54,0,0,1,"10,000"
45,Santa Cruz,Bachelors,M,MALE,1,YES,M,MARRIED,Manual,95062,George Malhotra,794,CA,52,0,0,1,"10,000"
40,Beverly Hills,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,90210,Arturo Bhat,9,CA,40,0,0,0,"90,000"
40,Palo Alto,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,94303,Devin Edwards,542,CA,55,0,0,0,"90,000"
40,Monroe,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,98272,Jonathon Dominguez,941,WA,57,0,0,2,"90,000"
50,Concord,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,94519,Luke Hill,1279,CA,40,0,3,4,"60,000"
50,Washougal,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,98671,Isaiah Cook,871,WA,34,0,4,5,"60,000"
40,Bellflower,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,90706,Corey Xu,491,CA,56,0,0,0,"40,000"
40,Chula Vista,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,91910,Jon Raji,1043,CA,32,0,0,0,"40,000"
40,Beaverton,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,97005,Clayton Chander,329,OR,59,0,0,0,"40,000"
40,Crossville,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,38555,Franklin Aggarwal,722,TN,53,0,0,0,"40,000"
45,Colma,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,94014,Steve Zhang,1899,CA,46,0,0,1,"40,000"
45,Hixson,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,37343,Benjamin Jenkins,232,TN,50,0,0,1,"40,000"
45,Bremerton,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,98312,Gerald Suarez,815,WA,30,0,0,1,"40,000"
40,Lynnwood,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,98036,Ian Carter,869,WA,41,0,2,2,"50,000"
70,Seattle,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,98104,Richard Henderson,1694,WA,35,1,0,2,"10,000"
40,Santa Monica,Bachelors,M,MALE,1,YES,M,MARRIED,Clerical,90401,Charles Roberts,438,CA,37,1,1,1,"30,000"
40,Lincoln Acres,Bachelors,M,MALE,1,YES,M,MARRIED,Management,91950,Bryce Gray,226,CA,52,1,0,0,"80,000"
45,Newport Hills,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,98006,Tommy Xu,1988,WA,42,1,0,0,"70,000"
40,Lynnwood,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,98036,Franklin Wu,762,WA,54,1,0,0,"70,000"
50,Concord,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,94519,Miguel Hughes,1409,CA,57,1,0,1,"60,000"
50,Newark,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,94560,Nathan Jackson,1543,CA,40,1,0,1,"60,000"
45,Monroe,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,48161,Devon She,611,MI,53,1,0,1,"60,000"
40,Concord,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,94519,Micheal Ortega,1441,CA,48,1,3,3,"60,000"
50,Bellingham,Bachelors,M,MALE,1,YES,M,MARRIED,Professional,98225,Wyatt Wood,2040,WA,42,1,4,5,"60,000"
40,Lincoln Acres,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,91950,Kelvin Liu,1179,CA,59,1,2,2,"50,000"
40,Grossmont,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,91941,Samuel Clark,1800,CA,58,1,2,2,"50,000"
40,Denver,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,80203,Mason Reed,1462,CO,43,1,2,2,"50,000"
40,Suwanee,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,30024,Andy Sanz,144,GA,42,1,2,2,"50,000"
40,Oregon City,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,97045,Edgar Fernandez,662,OR,33,1,2,2,"50,000"
40,Bothell,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,98011,Charles Hill,367,WA,59,1,3,3,"50,000"
40,Kent,Bachelors,M,MALE,1,YES,M,MARRIED,Skilled Manual,98031,Nathaniel Reed,1567,WA,51,1,4,4,"50,000"
40,Colma,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,94014,Derrick Gutierrez,554,CA,40,0,0,0,"40,000"
40,Spring Valley,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,91977,Byron Torres,290,CA,38,0,0,0,"40,000"
40,Mill Valley,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,94941,Arthur Lopez,84,CA,48,0,0,0,"40,000"
40,Saint Matthews,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,40207,Ross Gonzalez,1685,KY,50,0,0,0,"40,000"
50,Chula Vista,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,91910,Shane Garcia,1812,CA,60,0,0,1,"30,000"
45,Colma,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,94014,Jon Kumar,990,CA,58,0,0,4,"30,000"
45,Seattle,Graduate D,M,MALE,1,YES,M,MARRIED,Clerical,98104,Damien Sharma,610,WA,50,0,0,4,"30,000"
40,Yakima,Graduate D,M,MALE,1,YES,M,MARRIED,Management,98901,Eugene Cai,656,WA,53,0,0,1,"90,000"
40,Edmonds,Graduate D,M,MALE,1,YES,M,MARRIED,Management,98020,Andres Rai,123,WA,36,0,0,1,"100,000"
40,Newport Beach,Graduate D,M,MALE,1,YES,M,MARRIED,Management,92625,Kenneth Shan,1228,CA,45,0,0,1,"110,000"
40,Newport Beach,Graduate D,M,MALE,1,YES,M,MARRIED,Management,92625,Orlando Ortega,1595,CA,42,0,4,4,"80,000"
35,Milford,Graduate D,M,MALE,1,YES,M,MARRIED,Manual,6460,Andres Xu,183,CT,40,0,0,0,"10,000"
45,Concord,Graduate D,M,MALE,1,YES,M,MARRIED,Manual,94519,Dwayne Blanco,524,CA,34,0,0,1,"10,000"
35,Sedro Woolley,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,98284,Jeremiah Brown,921,WA,60,0,0,1,"60,000"
50,Concord,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,94519,Maurice Chande,1369,CA,38,0,0,3,"80,000"
40,Englewood,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,80110,Noah Kumar,1547,CO,32,0,0,4,"70,000"
40,Oregon City,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,97045,Dale Kumar,568,OR,40,0,0,4,"70,000"
40,Bremerton,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,98312,Edwin Aggarwal,643,WA,58,0,0,4,"70,000"
40,Chula Vista,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,91910,Bryan Peterson,259,CA,30,0,0,5,"70,000"
40,Oakland,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,94611,Ethan Li,684,CA,53,0,0,5,"70,000"
40,San Gabriel,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,91776,Cedric Jai,375,CA,44,0,0,5,"70,000"
40,Oregon City,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,97045,Corey Rai,429,OR,35,0,0,5,"70,000"
50,Detroit,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,48226,Roy Prasad,1739,MI,46,0,0,5,"80,000"
45,Marysville,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,98270,Fernando Simmons,760,WA,56,0,2,3,"60,000"
40,Palo Alto,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94303,Dalton King,566,CA,37,0,0,0,"50,000"
40,Beaverton,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,97005,Preston Fernandez,1612,OR,49,0,0,0,"50,000"
35,Chula Vista,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,91910,Devin Scott,605,CA,50,0,0,0,"50,000"
35,Concord,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Gerald Fernandez,776,CA,31,0,0,0,"50,000"
35,Bothell,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,98011,Kyle King,1171,WA,36,0,0,0,"50,000"
35,Concord,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Ian Hernandez,880,CA,54,0,0,1,"60,000"
35,San Gabriel,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,91776,Sergio Perez,1864,CA,46,0,0,1,"60,000"
50,Concord,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94519,Emmanuel Verma,712,CA,47,0,0,4,"50,000"
50,Coronado,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,92118,John Wilson,1107,CA,54,0,0,4,"50,000"
50,Fremont,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94536,Miguel Campbell,1364,CA,50,0,0,4,"50,000"
50,Colma,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94014,Colin Hu,369,CA,40,0,0,4,"50,000"
35,Chula Vista,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,91910,Daniel Robinson,597,CA,42,0,1,1,"50,000"
35,Chula Vista,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,91910,Isaac Stewart,899,CA,54,0,1,1,"50,000"
35,Berkeley,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,94704,Jamie Gil,957,CA,51,0,1,1,"50,000"
35,Savannah,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,31401,Byron Ruiz,271,GA,42,0,1,1,"50,000"
35,Sedro Woolley,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,98284,Andre Malhotra,86,WA,41,0,1,1,"50,000"
35,Spokane,Graduate D,M,MALE,1,YES,M,MARRIED,Skilled Manual,99202,Devin Cook,534,WA,44,0,1,1,"50,000"
70,Seattle,Graduate D,M,MALE,1,YES,M,MARRIED,Management,98104,Cory Sanchez,451,WA,43,1,0,2,"50,000"
40,Marysville,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,98270,Clayton Hu,370,WA,39,1,0,0,"60,000"
50,Spring Valley,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,91977,Dalton Harris,556,CA,60,1,0,1,"70,000"
50,Salem,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,97301,Connor Foster,350,OR,39,1,0,1,"70,000"
50,Bellingham,Graduate D,M,MALE,1,YES,M,MARRIED,Professional,98225,Dakota Hayes,557,WA,41,1,0,2,"70,000"
40,Newport Beach,Graduate D,M,MALE,1,YES,M,MARRIED,Management,92625,Reginald Rubio,1747,CA,38,2,0,0,"120,000"
40,Bellingham,Graduate D,M,MALE,1,YES,M,MARRIED,Management,98225,Jamie Romero,1056,WA,37,2,0,0,"120,000"
40,Lebanon,Graduate D,M,MALE,1,YES,M,MARRIED,Management,97355,Tony Yuan,1992,OR,39,3,0,0,"110,000"
40,Bellingham,Graduate D,M,MALE,1,YES,M,MARRIED,Management,98225,Gregory Sharma,812,WA,42,3,0,0,"110,000"
30,Downey,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90241,Corey Shan,456,CA,40,0,1,1,"10,000"
30,Colma,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,94014,Roger He,1693,CA,37,0,1,1,"10,000"
30,Memphis,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,38103,Noah Parker,1563,TN,54,0,1,1,"10,000"
35,Nashville,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,37203,Franklin Deng,731,TN,46,0,2,2,"10,000"
55,Seattle,High Schoo,M,MALE,1,YES,M,MARRIED,Professional,98104,Sean Young,1896,WA,31,0,1,3,"70,000"
50,Chula Vista,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,91910,Nicolas Nath,1561,CA,51,1,1,1,"10,000"
50,Long Beach,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90802,Oscar Powell,1596,CA,39,1,1,1,"10,000"
40,Downey,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90241,James Scott,1072,CA,35,1,2,2,"10,000"
40,Colma,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,94014,Bryan Cook,217,CA,58,1,2,2,"10,000"
40,Downey,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90241,Brendan Sharma,280,CA,51,1,2,2,"10,000"
40,Downey,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90241,Edwin Zeng,719,CA,48,1,2,2,"20,000"
40,Norridge,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,60706,Gilbert Wu,819,IL,35,1,2,2,"20,000"
40,Myrtle Beach,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,29577,Ross Dominguez,1668,SC,47,1,2,2,"20,000"
40,Bremerton,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,98312,Clarence Sun,470,WA,52,1,2,2,"20,000"
45,Downey,High Schoo,M,MALE,1,YES,M,MARRIED,Manual,90241,Fernando White,761,CA,38,1,4,4,"20,000"
40,Ballard,High Schoo,M,MALE,1,YES,M,MARRIED,Skilled Manual,98107,Austin Miller,91,WA,39,1,0,0,"40,000"
40,Kennewick,High Schoo,M,MALE,1,YES,M,MARRIED,Skilled Manual,99337,Benjamin Williams,298,WA,53,1,0,0,"40,000"
35,Colma,High Schoo,M,MALE,1,YES,M,MARRIED,Management,94014,Jake Sun,1091,CA,52,3,0,0,"90,000"
35,Bellevue,High Schoo,M,MALE,1,YES,M,MARRIED,Management,98004,Julian Simmons,1080,WA,43,3,0,0,"90,000"
35,Chula Vista,Partial Co,M,MALE,1,YES,M,MARRIED,Clerical,91910,Clayton Luo,397,CA,57,0,2,2,"40,000"
50,Colma,Partial Co,M,MALE,1,YES,M,MARRIED,Manual,94014,Tommy Luo,1944,CA,36,0,0,1,"10,000"
